Reference,Track_1,Track_2,Track_3,Track_4,Characteristic_1,Fluid_Fraction
308.57192430000003,612.39525,94.665231,1.81103057,15.6434,0.10691296800000001,0.031647460300758636
308.4192429,608.00194,93.844318,1.89369936,15.73843,0.105824448,0.03171027304603279
308.2665615,606.68614,93.175453,1.94859746,15.80422,0.105495448,0.031581103804797256
308.10410089999993,606.60573,92.503664,1.9465799,15.82615,0.10547552,0.031587300857717666
307.9381703,607.56334,91.59356899999999,1.91490567,15.76036,0.10571503199999999,0.0314040612138874
307.7750789,610.86015,92.119889,1.917413,15.53375,0.10653471199999999,0.031468830901885576
307.62239750000003,618.1043599999999,99.01468100000001,1.95344399,15.307139999999999,0.108304544,0.03127319751493098
307.4700315,621.10146,105.49792,2.0272092,15.08784,0.10902496,0.03163172268104778
307.307571,626.22577,111.77721000000001,2.09960744,14.861229999999999,0.11024019199999999,0.03134415810585392
307.1413249,624.90266,110.28670100000001,2.12141317,14.9984387,0.109928488,0.031318523194034505
306.97791800000005,618.1043599999999,108.279375,2.06702677,15.2243177,0.108304544,0.031658662006074145
306.82555210000004,615.05609,108.60174599999999,2.02859079,15.385137699999998,0.10756495199999999,0.031209675767920313
306.6731861,609.97564,105.96576,2.00638301,15.429801800000002,0.106315504,0.031226903847000224
306.51104100000003,604.71244,99.705476,1.94955507,15.610870499999999,0.10499912800000001,0.03104086120580014
299.9536278,548.07456,138.52303799999999,2.61562765,13.4161161,0.089233448,0.031661639562620976
299.7776025,521.1591400000001,134.212331,2.40595492,13.9324214,0.080540328,0.032950586582957596
299.6958991,495.29635999999994,129.76931299999998,2.11175666,15.438281400000001,0.07129674400000001,0.03440228918066657
299.6141956,467.9131,124.235643,1.74641748,16.7253531,0.060396504000000004,0.04151521050082635
299.53059939999997,450.04015,117.39421399999999,1.39593222,17.416806,0.052566304,0.03993364402800801
299.4451104,440.72720999999996,109.574707,1.17305763,17.8690026,0.048234408,0.04345314285609136
299.3596215,436.77980999999994,100.433552,1.11508202,18.1288,0.046342752,0.07992582566678585
299.1353312,454.33842999999996,95.655005,1.16748741,17.8120577,0.054505712000000005,0.04107506895602237
298.9088328,481.78017,100.889696,1.25975423,17.2605913,0.066071472,0.046942591176870246
298.6835962,516.9632,109.509648,1.3604641000000002,17.0135133,0.07910363200000001,0.03622659072694608
298.459306,543.68125,118.29992299999999,1.55406214,16.6166534,0.087873456,0.03225087292930833
298.2384858,548.07456,123.610638,1.8745764,15.5150364,0.089233448,0.031695921535905794
298.0962145,541.92685,130.842421,2.09836474,14.320874800000002,0.08732412,0.03184419275065221
297.9536278,542.58475,138.72991100000002,2.14730519,13.6871709,0.087530544,0.03189052822609408
297.80031549999995,555.5380700000001,130.892129,2.2923429,13.4406046,0.091495088,0.031645533314877114
297.6388013,577.0514,122.80288300000001,2.61682649,13.0047093,0.097686304,0.03171563237244901
278.626183,564.4489599999999,89.707589,1.65926766,16.1330969,0.09411656,0.03677596919604025
278.4495268,572.43879,98.74055600000001,1.76094976,15.758971100000002,0.09639775199999999,0.03669309817292132
278.2694006,575.5163,103.316616,1.7599556,15.57761,0.09725992,0.03668859364466932
278.09148260000006,572.87739,103.500828,1.72572287,15.7814128,0.09652145599999999,0.036462073020875
277.926183,570.91831,94.309234,1.68920211,15.9042939,0.095968736,0.036649366384979586
277.7608833,560.80858,81.488225,1.60822924,16.2177467,0.093055864,0.03810907436803667
277.5845426,542.14615,70.2472725,1.52295809,16.8511582,0.08739292800000001,0.039631836187297285
277.4006309,528.3156299999999,66.5060876,1.43810361,17.2602258,0.08293808,0.038235182388393275
277.2198738,520.4135200000001,65.59855110000001,1.4639737,17.320752600000002,0.080286528,0.039233220618215464
277.1173502,519.09772,71.46738459999999,1.4918978999999999,17.247945,0.07983720799999999,0.038624159925798394
277.0148265,520.19422,78.148286,1.46670033,17.28815,0.08021208,0.03870843709215884
276.9097792,514.9237099999999,78.602237,1.38214556,17.4464115,0.078396752,0.03936628274492048
276.8015773,506.25405,75.82663000000001,1.2648493,17.6316469,0.075328592,0.03986564829675432
276.6936909,499.99669000000006,72.7151285,1.19188088,17.7975108,0.073047776,0.039478391992694005
276.52145110000004,497.80369,69.3384933,1.18361327,17.834207,0.07223524,0.03971303430514617
276.3435331,498.46159000000006,65.8374419,1.20963687,17.7633,0.07247964,0.040170062107925
276.1706625,499.84317999999996,62.472941299999995,1.24594564,17.729600899999998,0.072991376,0.04301471195941261
276.0059937,502.19699999999995,60.43856829999999,1.2685043,17.7970722,0.073856176,0.041955655664932874
275.84164039999996,507.2409,60.5596219,1.25508314,17.8616926,0.07568316,0.041605291147723926
275.6694006,516.46612,61.3502715,1.21494393,17.810814999999998,0.0789318,0.038542275166945805
275.4949527,508.16195999999997,61.782000100000005,1.18377409,17.7126417,0.076012912,0.0427534766111827
275.3280757,502.19699999999995,62.2837585,1.18625949,17.5824506,0.073856176,0.04319958369300728
275.18517349999996,501.5391,63.1195108,1.23381835,17.4236774,0.073615536,0.04534088188663596
275.0422713,501.9777,64.40804449999999,1.31308068,17.3294515,0.073776088,0.04579267741728076
274.8946372,515.09915,67.12385570000001,1.40582265,17.2408543,0.07845766400000001,0.04139523152518191
274.7451104,543.24265,72.46731949999999,1.51234397,16.9499163,0.08773659199999999,0.03995474251441732
274.59526810000006,563.87878,80.29450200000001,1.61288571,16.6904113,0.093951496,0.038402957892910004
274.3949527,574.2005,90.00218199999999,1.69517438,16.4393128,0.09689256800000001,0.036459702850744014
274.18454260000004,578.2721700000001,96.61627,1.71333973,16.23551,0.098023576,0.03655143297210049
273.9741325,569.36859,101.109727,1.71342014,16.3652625,0.095528816,0.03629263985545665
256.3832808,396.60405,91.85892199999999,0.78322995,19.198253,0.024946622,0.17911241047066162
256.2192429,396.16545,90.51973000000001,0.76141691,19.16682,0.024689062,0.17333961618030033
256.02523659999997,395.65375,89.777765,0.72004962,19.2380194,0.024387886,0.19548193537949354
255.82429019999998,389.35983999999996,88.218542,0.6756735340000001,19.197960600000002,0.020618712,0.24882372759591864
255.61798109999998,387.82473999999996,90.49560699999999,0.654805677,19.0962785,0.019680855,0.36330981748769703
255.4041009,384.09664,96.754429,0.6693050620000001,19.1149921,0.017371952,0.4910592891080959
255.1908517,396.7137,104.212091,0.73752052,19.1245682,0.025010881000000002,0.18342973374231264
255.0690852,417.89808,112.099581,0.83082536,18.8391858,0.036799421,0.12360028137467294
